timestamp,blockReward
1705168619,0.027870561769369461
1705168631,0.016632827714877993
1705168643,0.063812146316927418
1705168655,0.014744103229939087
1705168667,0.023355520711740209
1705168679,0.044021014301180746
1705168691,0.111651772175411758
1705168703,0.019526184022899592
1705168715,0.055708042403178018
1705168727,0.099492474771435803
1705168739,0.120191168581503891
1705168751,0.026174969617129545
1705168763,0.040861987515939248
1705168775,0.097136618692555167
1705168787,0.026964416609767343
1705168799,0.070630537392950727
1705168811,0.06877440458906402
1705168823,0.105073769321101759
1705168835,0.083818235073117128
1705168847,0.074064030677821003
1705168859,0.045492760721113292
1705168871,0.173332378426506919
1705168883,0.078395816828700579
1705168895,0.022321065967900109
1705168907,0.055040199491251973
1705168919,0.02962454550119904
1705168931,0.115855892883588689
1705168943,0.035872052633863776
1705168955,0.007915703260659937
1705168967,0.222609582979028853
1705168979,0.104023373034254297
1705168991,0.042600760450246715
1705169003,0.0105841043280514
1705169015,0.012781580883739972
1705169027,0.0839335284367133
1705169039,0.01432043250703711
1705169051,0.012006230998089826
1705169063,0.056183379102805271
1705169075,0.009004398393429925
1705169087,0.042029180674337387
1705169099,0.020653445722840315
1705169111,0.018101113394023011
1705169123,0.021619159526899315
1705169135,0.032859769634048276
1705169147,0.079282284715845305
1705169159,0.041189543404529634
1705169171,0.049407022441479559
1705169183,0.022403597775083125
1705169195,0.085683651664241926
1705169207,0.042535513277429125
1705169219,0.129841478353322993
1705169231,0.106617996770099615
1705169243,0.02349981244618245
1705169255,0.043546755191326593
1705169267,0.034060075127455959
1705169279,0.026749496871333229
1705169291,0.037696853137611105
1705169303,0.066484519780868796
1705169315,0.017496511345393322
1705169327,0.074522085456775671
1705169339,0.083517143942533497
1705169351,0.055754890255730417
1705169363,0.215307547602431089
1705169375,0.070976791675730513
1705169387,0.010272664739397116
1705169399,0.079840724855272965
1705169411,0.059108004701603799
1705169423,0.027262461901428978
1705169435,0.066264965031124419
1705169447,0.010601536324244882
1705169459,0.096382435377193787
1705169471,0.070357670447665971
1705169483,0.01173678916453837
1705169495,0.072358606078707343
1705169507,0.03471854154410336
1705169519,0.038226558864173837
1705169531,0.057150803247614326
1705169543,0.032807402601848658
1705169555,0.025851632337361238
1705169567,0.07655576053008244
1705169579,0.089298637119418951
1705169591,0.011761611365879671
1705169603,0.03354580563058193
1705169615,0.055826286938032728
1705169627,0.132459660525824312
1705169639,0.069316040142937103
1705169651,0.025986316370905856
1705169663,0.0271635472400388
1705169675,0.121142787869004658
1705169687,0.038159051439640863
1705169699,0.020269034425619578
1705169711,0.030221385393953343
1705169723,0.030120209142480262
1705169735,0.046214231310477525
1705169747,0.050829748715341176
1705169759,0.006079378046474822
1705169771,0.057590213337542021
1705169783,0.018298684279244232
1705169795,0.038442685765559791
1705169807,0.056795780688599005
1705169819,0.070956102973393057
1705169831,0.234044364727542349
1705169843,0.033865605983616429
1705169855,0.027271679865766596
1705169867,0.02162525582686026
1705169879,0.103982843407658277
1705169891,0.045773844558821449
1705169903,0.35536240101655139
1705169915,0.080184080933892156
1705169927,0.062049488622182944
1705169939,0.093246088706269072
1705169951,0.043430575403496479
1705169963,0.045189106531030087
1705169975,0.206564511340823045
1705169987,0.032525961900068301
1705169999,0.052851052238327845
1705170011,0.061887046734580468
1705170023,0.00464495766574242
1705170035,0.059990774777120632
1705170047,0.13563113861969499
1705170059,0.074298523308784051
1705170071,0.050350780347550628
1705170083,0.179976576147216276
1705170095,0.038285269742125973
1705170107,0.025990638147268321
1705170119,0.042408556561145701
1705170131,0.045429405640601621
1705170143,0.042946462247691862
1705170155,0.014874685284042982
1705170167,0.040654083920855931
1705170179,0.020902179096411868
1705170191,0.0167698021092521
1705170203,0.069109532203686315
1705170215,0.05172332381910682
1705170227,0.026144163316350608
1705170239,0.069965195217866544
1705170251,0.02859392458113828
1705170263,0.029621533331488712
1705170275,0.01254698537195649
1705170287,0.086579058978944216
1705170299,0.050394479536703621
1705170311,0.029705047077958129
1705170323,0.077680690685497602
1705170335,0.064715867998206915
1705170347,0.019664506850111792
1705170359,0.266275737193521139
1705170371,0.052455823184276032
1705170383,0.030520186906758843
1705170395,0.038998493038863466
1705170407,0.016402035376537708
1705170419,0.019794757625632436
1705170431,0.042094924704805222
1705170443,0.079471905387773121
1705170455,0.041910162129431339
1705170467,0.045303805288829015
1705170479,0.017080854908721812
1705170491,0.040794895938885434
1705170503,0.020685009872812164
1705170515,0.047549524700127782
1705170527,0.088376238349398925
1705170539,0.140011784102997839
1705170551,0.013850760725348013
1705170563,0.076526147732249139
1705170575,0.096453971701391452
1705170587,0.028364850093450207
1705170599,0.056981856115791358
1705170611,0.069589233923079155
1705170623,0.132887160904341569
1705170635,0.105818058348912516
1705170647,0.042503299616523611
1705170659,0.078536409487586616
1705170671,0.015621526406794887
1705170683,0.023214025149307707
1705170695,0.034387971193049256
1705170707,0.030773009317066419
1705170719,0.039642473469046609
1705170731,0.02710333711691639
1705170743,0.056155275478788817
1705170755,0.028012521760794158
1705170767,0.040871564894328625
1705170779,0.06821530298983375
1705170791,0.084645586655683586
1705170803,0.047466265158532248
1705170815,0.106107159871799093
1705170827,0.053643678265744145
1705170839,0.022681458101697647
1705170851,0.038779214448650656
1705170863,0.065353589525823702
1705170875,0.183558152913702401
1705170887,0.136430611958722663
1705170899,0.069975880792659316
1705170911,0.080242540921515902
1705170923,0.033533849541352659
1705170935,0.037224523927420195
1705170947,0.025565645984281053
1705170959,0.064856726971173172
1705170971,0.081938613275949587
1705170983,0.057896161811171088
1705170995,0.029103793294298126
1705171007,0.020439968370022038
1705171019,0.06354758663545936
1705171031,0.018005326743348537
1705171043,0.140164989023345386
1705171055,0.062577834741106881
1705171067,0.073630182674230057
1705171079,0.02734667178095825
1705171091,0.034695690925925234
1705171103,0.023634053971285021
1705171115,0.001890182333210302
1705171127,0.180342804724581528
1705171139,0.083818228351601304
1705171151,0.043663186677918042
1705171163,0.066652892631345335
1705171175,0.11000710110914594
1705171187,0.079386169897824939
1705171199,0.039509400348536026
1705171211,0.022210338328349593
1705171223,0.012451481847340239
1705171235,0.064306176607674512
1705171247,0.075432873573788559
1705171259,0.03586456422821814
1705171271,0.049677108768010919
1705171283,0.009429022176414498
1705171295,0.082513414537687878
1705171307,0.026628229797575654
1705171319,0.058411208964958685
1705171331,1.771919145872326424
1705171343,0.016995708399461942
1705171355,0.035710294982662784
1705171367,0.054831802999586879
1705171379,0.046013770300302216
1705171391,0.0431823048901207
1705171403,0.032497526673090624
1705171415,0.025436721107429894
1705171427,0.083431452317661217
1705171439,0.057088514910192554
1705171451,0.053000754867638316
1705171463,0.030039328790628869
1705171487,0.029118892498407333
1705171499,0.094738997309282817
1705171511,0.04511639652800914
1705171523,0.020151107407112366
1705171535,0.085918863441959624
1705171547,0.014931282313015518
1705171559,0.093043054610755859
